run_id,sample,platform,reference,aligner,aligner_version,caller,tool_version,hardware,parabricks_version,target_depth_x,mean_target_depth_x,seed,benchmark_tool,benchmark_tool_version,giab_version,target_bed,happy_prefix,run_date
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.300x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,300,371.76,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.300x.s42,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.300x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,300,371.78,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.300x.s43,2026-08-01
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.300x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,300,371.82,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.300x.s44,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.40x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,40,58.65,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.40x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.40x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,40,58.66,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.40x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.40x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,40,58.65,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.40x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.400x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,400,467.29,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.400x.s42,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.400x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,400,467.3,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.400x.s43,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.400x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,400,467.34,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.400x.s44,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.5x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,5,7.5,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.5x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.5x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,5,7.52,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.5x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.5x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,5,7.51,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.5x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.50x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,50,72.81,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.50x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.50x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,50,72.83,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.50x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.50x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,50,72.81,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.50x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.60x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,60,86.76,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.60x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.60x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,60,86.78,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.60x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.60x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,60,86.77,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.60x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.75x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,75,107.34,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.75x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.75x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,75,107.37,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.75x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.75x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,75,107.37,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.75x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.8x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,8,11.99,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.8x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.8x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,8,12.01,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.8x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.8x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,8,12.0,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.8x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.full.s0,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,deepvariant,1.9.0,cpu,,full,687.37,0,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.deepvariant.cpu.full.s0,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.10x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,10,14.96,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.10x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.10x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,10,14.99,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.10x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.10x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,10,14.98,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.10x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.100x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,100,140.72,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.100x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.100x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,100,140.76,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.100x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.100x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,100,140.76,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.100x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.12x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,12,17.94,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.12x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.12x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,12,17.96,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.12x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.12x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,12,17.95,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.12x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.15x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,15,22.38,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.15x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.15x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,15,22.4,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.15x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.15x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,15,22.38,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.15x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.150x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,150,204.2,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.150x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.150x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,150,204.25,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.150x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.150x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,150,204.29,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.150x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.20x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,20,29.73,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.20x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.20x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,20,29.75,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.20x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.20x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,20,29.74,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.20x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.200x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,200,263.69,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.200x.s42,2026-08-01
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.200x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,200,263.69,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.200x.s43,2026-08-01
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.200x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,200,263.74,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.200x.s44,2026-08-01
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.25x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,25,37.04,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.25x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.25x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,25,37.05,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.25x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.25x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,25,37.05,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.25x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.30x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,30,44.29,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.30x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.30x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,30,44.31,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.30x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.30x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,30,44.3,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.30x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.300x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,300,371.76,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.300x.s42,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.300x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,300,371.78,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.300x.s43,2026-08-01
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.300x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,300,371.82,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.300x.s44,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.40x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,40,58.65,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.40x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.40x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,40,58.66,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.40x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.40x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,40,58.65,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.40x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.400x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,400,467.29,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.400x.s42,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.400x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,400,467.3,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.400x.s43,2026-07-31
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.400x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,400,467.34,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.400x.s44,2026-08-01
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.5x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,5,7.5,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.5x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.5x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,5,7.52,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.5x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.5x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,5,7.51,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.5x.s44,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.50x.s42,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,50,72.81,42,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.50x.s42,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.50x.s43,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,50,72.83,43,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.50x.s43,2026-07-17
ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.50x.s44,ZY_GeneMind_NA12878,genemind_surfseq5000,grch38,bwa-mem,0.7.15,gatk4_hc,4.3.0.0,cpu,,50,72.81,44,happy,0.3.15,HG001_v4.2.1,S07604514_Covered.GRCh38.bed,happy/ZY_GeneMind_NA12878.grch38.bwa-mem.gatk4_hc.cpu.50x.s44,2026-07-17
